S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
13622,07/06/2021,Rajasthan,946346,18575,919115,8656
13623,08/06/2021,Rajasthan,946975,15744,922544,8687
13624,09/06/2021,Rajasthan,947504,13624,925161,8719
13625,10/06/2021,Rajasthan,948024,11832,927443,8749
13626,11/06/2021,Rajasthan,948562,10079,929711,8772
13627,12/06/2021,Rajasthan,949008,9023,931186,8799
13628,13/06/2021,Rajasthan,949376,8400,932161,8815
13629,14/06/2021,Rajasthan,949684,7441,933421,8822
13630,15/06/2021,Rajasthan,949961,6467,934652,8842
13631,16/06/2021,Rajasthan,950133,5619,935658,8856
13632,17/06/2021,Rajasthan,950413,4962,936586,8865
13633,18/06/2021,Rajasthan,950618,4262,937481,8875
13634,19/06/2021,Rajasthan,950768,3783,938101,8884
13635,20/06/2021,Rajasthan,950961,3451,938619,8891
13636,21/06/2021,Rajasthan,951105,3079,939131,8895
13637,22/06/2021,Rajasthan,951256,2691,939664,8901
13638,23/06/2021,Rajasthan,951393,2388,940101,8904
13639,25/06/2021,Rajasthan,951695,2019,940771,8905
13640,26/06/2021,Rajasthan,951826,1873,941048,8905
13641,27/06/2021,Rajasthan,951967,1839,941218,8910
13642,28/06/2021,Rajasthan,952129,1733,941482,8914
13643,29/06/2021,Rajasthan,952201,1593,941692,8916
13644,30/06/2021,Rajasthan,952322,1565,941839,8918
13645,01/07/2021,Rajasthan,952422,1471,942030,8921
13646,02/07/2021,Rajasthan,952497,1402,942172,8923
13647,03/07/2021,Rajasthan,952573,1312,942331,8930
13648,04/07/2021,Rajasthan,952663,1260,942469,8934
13649,05/07/2021,Rajasthan,952734,1180,942616,8938
13650,24/05/2020,Sikkim,1,1,0,0
13651,25/05/2020,Sikkim,1,1,0,0
13652,26/05/2020,Sikkim,1,1,0,0
13653,27/05/2020,Sikkim,1,1,0,0
13654,28/05/2020,Sikkim,1,1,0,0
13655,29/05/2020,Sikkim,1,1,0,0
13656,30/05/2020,Sikkim,1,1,0,0
13657,31/05/2020,Sikkim,1,1,0,0
13658,01/06/2020,Sikkim,1,1,0,0
13659,02/06/2020,Sikkim,1,1,0,0
13660,03/06/2020,Sikkim,1,1,0,0
13661,04/06/2020,Sikkim,2,2,0,0
13662,05/06/2020,Sikkim,2,2,0,0
13663,06/06/2020,Sikkim,3,3,0,0
13664,07/06/2020,Sikkim,7,7,0,0
13665,08/06/2020,Sikkim,7,7,0,0
13666,09/06/2020,Sikkim,7,7,0,0
13667,10/06/2020,Sikkim,13,13,0,0
13668,11/06/2020,Sikkim,13,13,0,0
13669,12/06/2020,Sikkim,14,12,2,0
13670,13/06/2020,Sikkim,63,61,2,0
13671,14/06/2020,Sikkim,63,59,4,0
13672,15/06/2020,Sikkim,68,64,4,0
13673,16/06/2020,Sikkim,68,64,4,0
13674,17/06/2020,Sikkim,70,66,4,0
13675,18/06/2020,Sikkim,70,66,4,0
13676,19/06/2020,Sikkim,70,65,5,0
13677,20/06/2020,Sikkim,70,65,5,0
13678,21/06/2020,Sikkim,70,45,25,0
13679,22/06/2020,Sikkim,78,53,25,0
13680,23/06/2020,Sikkim,78,49,29,0
13681,24/06/2020,Sikkim,79,50,29,0
13682,25/06/2020,Sikkim,84,45,39,0
13683,26/06/2020,Sikkim,85,46,39,0
13684,27/06/2020,Sikkim,86,47,39,0
13685,28/06/2020,Sikkim,87,41,46,0
13686,29/06/2020,Sikkim,88,39,49,0
13687,30/06/2020,Sikkim,88,38,50,0
13688,01/07/2020,Sikkim,89,37,52,0
13689,02/07/2020,Sikkim,101,48,53,0
13690,03/07/2020,Sikkim,102,49,53,0
13691,04/07/2020,Sikkim,102,49,53,0
13692,05/07/2020,Sikkim,103,45,58,0
13693,06/07/2020,Sikkim,123,62,61,0
13694,07/07/2020,Sikkim,125,60,65,0
13695,08/07/2020,Sikkim,125,55,70,0
13696,09/07/2020,Sikkim,133,62,71,0
13697,10/07/2020,Sikkim,134,62,72,0
13698,11/07/2020,Sikkim,134,54,80,0
13699,12/07/2020,Sikkim,151,71,80,0
13700,13/07/2020,Sikkim,153,72,81,0
13701,14/07/2020,Sikkim,192,106,86,0
13702,15/07/2020,Sikkim,209,122,87,0
13703,16/07/2020,Sikkim,220,133,87,0
13704,17/07/2020,Sikkim,243,155,88,0
13705,18/07/2020,Sikkim,266,176,90,0
13706,19/07/2020,Sikkim,275,185,90,0
13707,20/07/2020,Sikkim,283,191,92,0
13708,21/07/2020,Sikkim,305,213,92,0
13709,22/07/2020,Sikkim,330,222,108,0
13710,23/07/2020,Sikkim,438,326,112,0
13711,24/07/2020,Sikkim,460,338,122,0
13712,25/07/2020,Sikkim,477,335,142,0
13713,26/07/2020,Sikkim,499,357,142,0
13714,27/07/2020,Sikkim,545,397,148,0
13715,28/07/2020,Sikkim,555,380,174,1
13716,29/07/2020,Sikkim,579,392,186,1
13717,30/07/2020,Sikkim,596,397,198,1
13718,31/07/2020,Sikkim,610,395,214,1
13719,01/08/2020,Sikkim,639,407,231,1
13720,02/08/2020,Sikkim,650,380,269,1
13721,03/08/2020,Sikkim,658,368,289,1
13722,04/08/2020,Sikkim,688,390,297,1
13723,05/08/2020,Sikkim,783,483,299,1
13724,06/08/2020,Sikkim,800,496,303,1
13725,07/08/2020,Sikkim,829,475,353,1
13726,08/08/2020,Sikkim,854,447,406,1
13727,09/08/2020,Sikkim,860,389,470,1
13728,10/08/2020,Sikkim,866,371,494,1
13729,11/08/2020,Sikkim,910,399,510,1
13730,12/08/2020,Sikkim,913,378,534,1
13731,13/08/2020,Sikkim,930,379,550,1
13732,14/08/2020,Sikkim,931,349,581,1
13733,15/08/2020,Sikkim,1080,456,623,1
13734,16/08/2020,Sikkim,1148,486,661,1
13735,17/08/2020,Sikkim,1167,493,673,1
13736,18/08/2020,Sikkim,1187,485,701,1
13737,19/08/2020,Sikkim,1207,450,755,2
13738,20/08/2020,Sikkim,1232,440,789,3
13739,21/08/2020,Sikkim,1290,460,827,3
13740,22/08/2020,Sikkim,1336,499,834,3
13741,23/08/2020,Sikkim,1381,507,871,3
13742,24/08/2020,Sikkim,1403,529,871,3
13743,25/08/2020,Sikkim,1446,509,934,3
13744,26/08/2020,Sikkim,1475,418,1054,3
13745,27/08/2020,Sikkim,1486,407,1076,3
13746,28/08/2020,Sikkim,1542,388,1151,3
13747,29/08/2020,Sikkim,1576,389,1184,3
13748,30/08/2020,Sikkim,1602,404,1195,3
13749,31/08/2020,Sikkim,1627,404,1220,3
13750,01/09/2020,Sikkim,1652,424,1225,3
13751,02/09/2020,Sikkim,1670,429,1237,4
13752,03/09/2020,Sikkim,1704,431,1269,4
13753,04/09/2020,Sikkim,1738,430,1304,4
13754,05/09/2020,Sikkim,1843,509,1329,5
13755,06/09/2020,Sikkim,1901,549,1347,5
13756,07/09/2020,Sikkim,1910,534,1371,5
13757,08/09/2020,Sikkim,1939,538,1396,5
13758,09/09/2020,Sikkim,1958,538,1413,7
13759,10/09/2020,Sikkim,1989,553,1429,7
13760,11/09/2020,Sikkim,2009,532,1470,7
13761,12/09/2020,Sikkim,2026,532,1486,8
13762,13/09/2020,Sikkim,2055,541,1503,11
13763,14/09/2020,Sikkim,2086,567,1505,14
13764,15/09/2020,Sikkim,2119,582,1521,16
13765,16/09/2020,Sikkim,2173,464,1690,19
13766,17/09/2020,Sikkim,2221,480,1722,19
13767,18/09/2020,Sikkim,2274,463,1789,22
13768,19/09/2020,Sikkim,2303,422,1857,24
13769,20/09/2020,Sikkim,2423,426,1972,25
13770,21/09/2020,Sikkim,2472,469,1975,28
13771,22/09/2020,Sikkim,2528,513,1986,29
13772,23/09/2020,Sikkim,2594,556,2009,29
13773,24/09/2020,Sikkim,2628,575,2023,30
13774,25/09/2020,Sikkim,2692,607,2054,31
13775,26/09/2020,Sikkim,2785,679,2075,31
13776,27/09/2020,Sikkim,2833,705,2097,31
13777,28/09/2020,Sikkim,2871,692,2146,33
13778,29/09/2020,Sikkim,2896,698,2164,34
13779,30/09/2020,Sikkim,2937,667,2235,35
13780,01/10/2020,Sikkim,3012,672,2303,37
13781,02/10/2020,Sikkim,3050,636,2375,39
13782,03/10/2020,Sikkim,3092,642,2409,41
13783,04/10/2020,Sikkim,3131,640,2448,43
13784,05/10/2020,Sikkim,3174,649,2480,45
13785,06/10/2020,Sikkim,3191,598,2547,46
13786,07/10/2020,Sikkim,3216,580,2587,49
13787,08/10/2020,Sikkim,3234,570,2615,49
13788,09/10/2020,Sikkim,3246,545,2650,51
13789,10/10/2020,Sikkim,3278,504,2721,53
13790,11/10/2020,Sikkim,3321,450,2816,55
13791,12/10/2020,Sikkim,3359,384,2920,55
13792,13/10/2020,Sikkim,3366,384,2925,57
13793,14/10/2020,Sikkim,3417,344,3014,59
13794,15/10/2020,Sikkim,3459,325,3075,59
13795,16/10/2020,Sikkim,3500,312,3129,59
13796,17/10/2020,Sikkim,3531,295,3177,59
13797,18/10/2020,Sikkim,3567,275,3233,59
13798,19/10/2020,Sikkim,3597,272,3265,60
13799,20/10/2020,Sikkim,3601,263,3276,62
13800,21/10/2020,Sikkim,3643,254,3326,63
13801,22/10/2020,Sikkim,3677,253,3361,63
13802,23/10/2020,Sikkim,3727,254,3410,63
13803,24/10/2020,Sikkim,3770,242,3465,63
13804,25/10/2020,Sikkim,3819,266,3490,63
13805,26/10/2020,Sikkim,3835,246,3525,64
13806,27/10/2020,Sikkim,3840,245,3530,65
13807,28/10/2020,Sikkim,3863,262,3534,67
13808,29/10/2020,Sikkim,3875,263,3545,67
13809,30/10/2020,Sikkim,3893,268,3558,67
13810,31/10/2020,Sikkim,3913,254,3591,68
13811,01/11/2020,Sikkim,3940,251,3617,72
13812,02/11/2020,Sikkim,3958,234,3651,73
13813,03/11/2020,Sikkim,3967,239,3655,73
13814,04/11/2020,Sikkim,4004,271,3660,73
13815,05/11/2020,Sikkim,4067,254,3740,73
13816,06/11/2020,Sikkim,4093,240,3778,75
13817,07/11/2020,Sikkim,4144,283,3786,75
13818,08/11/2020,Sikkim,4195,314,3805,76
13819,09/11/2020,Sikkim,4245,273,3894,78
13820,10/11/2020,Sikkim,4257,268,3910,79
13821,11/11/2020,Sikkim,4308,305,3923,80
13822,12/11/2020,Sikkim,4344,291,3971,82
13823,13/11/2020,Sikkim,4368,264,4019,85
13824,14/11/2020,Sikkim,4415,293,4036,86
13825,15/11/2020,Sikkim,4456,296,4073,87
13826,16/11/2020,Sikkim,4498,284,4125,89
13827,17/11/2020,Sikkim,4521,293,4137,91
13828,18/11/2020,Sikkim,4548,312,4144,92
13829,19/11/2020,Sikkim,4577,300,4182,95
13830,20/11/2020,Sikkim,4609,296,4218,95
13831,21/11/2020,Sikkim,4632,265,4271,96
13832,22/11/2020,Sikkim,4691,289,4304,98
13833,23/11/2020,Sikkim,4722,278,4345,99
13834,24/11/2020,Sikkim,4736,230,4406,100
13835,25/11/2020,Sikkim,4777,238,4437,102
13836,26/11/2020,Sikkim,4819,236,4481,102
13837,27/11/2020,Sikkim,4871,268,4501,102
13838,28/11/2020,Sikkim,4908,264,4541,103
13839,29/11/2020,Sikkim,4967,288,4572,107
13840,30/11/2020,Sikkim,4985,268,4609,108
13841,01/12/2020,Sikkim,4989,248,4632,109
13842,02/12/2020,Sikkim,5031,284,4637,110
13843,03/12/2020,Sikkim,5072,300,4661,111
13844,04/12/2020,Sikkim,5100,320,4669,111
13845,05/12/2020,Sikkim,5147,358,4677,112
13846,06/12/2020,Sikkim,5168,367,4686,115
13847,07/12/2020,Sikkim,5197,387,4695,115
13848,08/12/2020,Sikkim,5203,371,4715,117
13849,09/12/2020,Sikkim,5215,363,4735,117
13850,10/12/2020,Sikkim,5239,368,4754,117
13851,11/12/2020,Sikkim,5264,367,4779,118
13852,12/12/2020,Sikkim,5291,363,4810,118
13853,13/12/2020,Sikkim,5316,364,4834,118
13854,14/12/2020,Sikkim,5338,356,4864,118
13855,15/12/2020,Sikkim,5340,303,4919,118
13856,17/12/2020,Sikkim,5398,306,4971,121
13857,18/12/2020,Sikkim,5406,294,4990,122
13858,19/12/2020,Sikkim,5439,304,5012,123
13859,20/12/2020,Sikkim,5561,401,5037,123
13860,21/12/2020,Sikkim,5573,374,5075,124
13861,22/12/2020,Sikkim,5576,360,5092,124
13862,23/12/2020,Sikkim,5610,378,5108,124
13863,24/12/2020,Sikkim,5632,397,5110,125
13864,25/12/2020,Sikkim,5664,420,5119,125
13865,26/12/2020,Sikkim,5684,417,5142,125
13866,27/12/2020,Sikkim,5799,517,5157,125
13867,28/12/2020,Sikkim,5845,547,5173,125
13868,29/12/2020,Sikkim,5845,531,5188,126
13869,30/12/2020,Sikkim,5864,537,5201,126
13870,31/12/2020,Sikkim,5877,532,5218,127
13871,03/01/2021,Sikkim,5911,530,5252,129
13872,04/01/2021,Sikkim,5920,506,5285,129
13873,05/01/2021,Sikkim,5921,485,5307,129
13874,06/01/2021,Sikkim,5938,493,5316,129
13875,07/01/2021,Sikkim,5951,464,5358,129
13876,08/01/2021,Sikkim,5965,465,5371,129
13877,09/01/2021,Sikkim,5979,393,5457,129
13878,10/01/2021,Sikkim,5984,369,5486,129
13879,11/01/2021,Sikkim,5988,351,5508,129
13880,12/01/2021,Sikkim,5989,322,5538,129
13881,13/01/2021,Sikkim,5996,313,5554,129
13882,14/01/2021,Sikkim,6004,311,5564,129
13883,15/01/2021,Sikkim,6011,162,5719,130
13884,16/01/2021,Sikkim,6024,163,5731,130
13885,17/01/2021,Sikkim,6029,158,5741,130
13886,18/01/2021,Sikkim,6038,161,5747,130
13887,19/01/2021,Sikkim,6038,152,5756,130
13888,20/01/2021,Sikkim,6052,156,5765,131
13889,21/01/2021,Sikkim,6057,160,5766,131
13890,22/01/2021,Sikkim,6062,148,5783,131
13891,23/01/2021,Sikkim,6063,140,5792,131
13892,24/01/2021,Sikkim,6068,134,5802,132
13893,25/01/2021,Sikkim,6071,127,5811,133
13894,27/01/2021,Sikkim,6078,104,5841,133
13895,28/01/2021,Sikkim,6079,102,5844,133
13896,29/01/2021,Sikkim,6084,104,5847,133
13897,30/01/2021,Sikkim,6085,97,5855,133
13898,31/01/2021,Sikkim,6088,94,5861,133
13899,01/02/2021,Sikkim,6090,86,5870,134
13900,02/02/2021,Sikkim,6091,82,5874,135
13901,03/02/2021,Sikkim,6096,85,5876,135
13902,04/02/2021,Sikkim,6098,86,5877,135
13903,05/02/2021,Sikkim,6103,82,5886,135
13904,06/02/2021,Sikkim,6105,77,5893,135
13905,07/02/2021,Sikkim,6108,75,5898,135
13906,08/02/2021,Sikkim,6110,70,5905,135
13907,09/02/2021,Sikkim,6110,67,5908,135
13908,10/02/2021,Sikkim,6110,63,5912,135
13909,11/02/2021,Sikkim,6111,60,5916,135
13910,12/02/2021,Sikkim,6113,62,5916,135
13911,13/02/2021,Sikkim,6116,61,5920,135
13912,14/02/2021,Sikkim,6116,59,5922,135
13913,15/02/2021,Sikkim,6118,56,5927,135
13914,16/02/2021,Sikkim,6118,54,5929,135
13915,17/02/2021,Sikkim,6121,56,5930,135
13916,18/02/2021,Sikkim,6121,54,5932,135
13917,19/02/2021,Sikkim,6126,58,5933,135
13918,20/02/2021,Sikkim,6127,54,5938,135
13919,21/02/2021,Sikkim,6128,53,5940,135
13920,22/02/2021,Sikkim,6132,52,5945,135
13921,23/02/2021,Sikkim,6132,49,5948,135
13922,24/02/2021,Sikkim,6132,47,5950,135
13923,25/02/2021,Sikkim,6132,47,5950,135
13924,26/02/2021,Sikkim,6133,43,5955,135
13925,27/02/2021,Sikkim,6135,45,5955,135
13926,01/03/2021,Sikkim,6145,46,5964,135
13927,02/03/2021,Sikkim,6145,45,5965,135
13928,03/03/2021,Sikkim,6147,37,5975,135
13929,04/03/2021,Sikkim,6150,29,5986,135
13930,06/03/2021,Sikkim,6157,35,5987,135
13931,07/03/2021,Sikkim,6167,44,5988,135
13932,08/03/2021,Sikkim,6174,50,5989,135
13933,09/03/2021,Sikkim,6174,50,5989,135
13934,10/03/2021,Sikkim,6175,50,5990,135
13935,11/03/2021,Sikkim,6178,49,5994,135
13936,13/03/2021,Sikkim,6183,54,5994,135
13937,14/03/2021,Sikkim,6184,47,6002,135
13938,15/03/2021,Sikkim,6184,46,6003,135
13939,16/03/2021,Sikkim,6184,41,6008,135
13940,17/03/2021,Sikkim,6191,44,6012,135
13941,18/03/2021,Sikkim,6194,46,6013,135
13942,19/03/2021,Sikkim,6196,48,6013,135
13943,20/03/2021,Sikkim,6199,49,6015,135
13944,21/03/2021,Sikkim,6204,53,6016,135
13945,22/03/2021,Sikkim,6206,54,6017,135
13946,23/03/2021,Sikkim,6206,49,6022,135
13947,24/03/2021,Sikkim,6208,42,6031,135
13948,25/03/2021,Sikkim,6210,43,6032,135
13949,27/03/2021,Sikkim,6215,41,6039,135
13950,28/03/2021,Sikkim,6226,50,6041,135
13951,29/03/2021,Sikkim,6227,44,6048,135
13952,30/03/2021,Sikkim,6227,43,6049,135
13953,31/03/2021,Sikkim,6233,48,6050,135
13954,01/04/2021,Sikkim,6235,47,6053,135
13955,02/04/2021,Sikkim,6241,46,6060,135
13956,03/04/2021,Sikkim,6245,46,6064,135
13957,04/04/2021,Sikkim,6251,48,6068,135
13958,05/04/2021,Sikkim,6257,51,6071,135
13959,06/04/2021,Sikkim,6263,56,6071,136
13960,07/04/2021,Sikkim,6286,65,6085,136
13961,08/04/2021,Sikkim,6317,95,6086,136
13962,09/04/2021,Sikkim,6323,97,6090,136
13963,10/04/2021,Sikkim,6329,101,6092,136
13964,11/04/2021,Sikkim,6351,116,6099,136
13965,12/04/2021,Sikkim,6405,169,6100,136
13966,13/04/2021,Sikkim,6410,161,6113,136
13967,14/04/2021,Sikkim,6435,175,6124,136
13968,15/04/2021,Sikkim,6456,193,6127,136
13969,16/04/2021,Sikkim,6497,229,6132,136
13970,17/04/2021,Sikkim,6519,241,6142,136
13971,18/04/2021,Sikkim,6591,305,6150,136
13972,19/04/2021,Sikkim,6696,399,6161,136
13973,20/04/2021,Sikkim,6705,404,6165,136
13974,21/04/2021,Sikkim,6796,488,6172,136
13975,22/04/2021,Sikkim,6846,536,6174,136
13976,23/04/2021,Sikkim,6970,640,6193,137
13977,24/04/2021,Sikkim,7037,693,6207,137
13978,25/04/2021,Sikkim,7158,798,6223,137
13979,26/04/2021,Sikkim,7306,934,6234,138
13980,27/04/2021,Sikkim,7329,928,6261,140
13981,28/04/2021,Sikkim,7426,982,6302,142
13982,29/04/2021,Sikkim,7577,1106,6328,143
13983,30/04/2021,Sikkim,7747,1247,6354,146
13984,01/05/2021,Sikkim,7952,1432,6373,147
13985,02/05/2021,Sikkim,8211,1647,6416,148
13986,03/05/2021,Sikkim,8441,1808,6484,149
13987,04/05/2021,Sikkim,8468,1723,6595,150
13988,05/05/2021,Sikkim,8698,1930,6617,151
13989,06/05/2021,Sikkim,8919,2050,6714,155
13990,07/05/2021,Sikkim,9183,2256,6769,158
13991,08/05/2021,Sikkim,9451,2398,6893,160
13992,09/05/2021,Sikkim,9651,2528,6958,165
13993,10/05/2021,Sikkim,9878,2637,7074,167
13994,11/05/2021,Sikkim,9924,2540,7215,169
13995,12/05/2021,Sikkim,10165,2739,7249,177
13996,13/05/2021,Sikkim,10392,2866,7343,183
13997,14/05/2021,Sikkim,10392,2866,7343,183
13998,15/05/2021,Sikkim,10623,2946,7485,192
13999,16/05/2021,Sikkim,11070,3010,7857,203
14000,17/05/2021,Sikkim,11410,3096,8109,205
14001,18/05/2021,Sikkim,11480,2937,8333,210
14002,19/05/2021,Sikkim,11689,3050,8427,212
14003,20/05/2021,Sikkim,11955,3092,8649,214
14004,21/05/2021,Sikkim,12204,3122,8865,217
14005,22/05/2021,Sikkim,12521,3175,9126,220
14006,23/05/2021,Sikkim,12808,3194,9393,221
14007,24/05/2021,Sikkim,13132,3317,9591,224
14008,25/05/2021,Sikkim,13233,3184,9817,232
14009,26/05/2021,Sikkim,13511,3370,9904,237
14010,27/05/2021,Sikkim,13806,3422,10145,239
14011,28/05/2021,Sikkim,14214,3604,10370,240
14012,30/05/2021,Sikkim,14907,3831,10829,247
14013,31/05/2021,Sikkim,15171,3961,10960,250
14014,01/06/2021,Sikkim,15317,4021,11043,253
14015,02/06/2021,Sikkim,15626,3992,11377,257
14016,03/06/2021,Sikkim,15876,4103,11513,260
14017,04/06/2021,Sikkim,16165,4184,11718,263
14018,05/06/2021,Sikkim,16518,4250,12002,266
14019,06/06/2021,Sikkim,16771,4218,12285,268
14020,07/06/2021,Sikkim,17111,4306,12532,273
14021,08/06/2021,Sikkim,17170,4051,12846,273
14022,09/06/2021,Sikkim,17425,4018,13132,275
14023,10/06/2021,Sikkim,17656,3869,13511,276
14024,11/06/2021,Sikkim,17943,4040,13624,279
14025,12/06/2021,Sikkim,18090,3908,13901,281
14026,13/06/2021,Sikkim,18257,3783,14193,281
14027,14/06/2021,Sikkim,18414,3553,14580,281
14028,15/06/2021,Sikkim,18450,3306,14863,281
14029,16/06/2021,Sikkim,18659,3239,15136,284
14030,17/06/2021,Sikkim,18806,2965,15556,285
14031,18/06/2021,Sikkim,18896,2907,15702,287
14032,19/06/2021,Sikkim,19058,2900,15868,290
14033,20/06/2021,Sikkim,19209,2751,16167,291
14034,21/06/2021,Sikkim,19296,2697,16306,293
14035,22/06/2021,Sikkim,19321,2448,16580,293
14036,23/06/2021,Sikkim,19458,2430,16732,296
14037,25/06/2021,Sikkim,19681,2282,17101,298
14038,26/06/2021,Sikkim,19811,2255,17257,299
14039,27/06/2021,Sikkim,19941,2170,17470,301
14040,28/06/2021,Sikkim,20111,2137,17673,301
14041,29/06/2021,Sikkim,20182,2027,17851,304
14042,30/06/2021,Sikkim,20324,2065,17954,305
14043,01/07/2021,Sikkim,20544,2023,18214,307
14044,02/07/2021,Sikkim,20666,2107,18251,308
14045,03/07/2021,Sikkim,20777,2062,18407,308
14046,04/07/2021,Sikkim,20955,2058,18589,308
14047,05/07/2021,Sikkim,21131,2101,18722,308
14048,12/03/2020,State assignment pending,0,0,0,0
14049,13/03/2020,State assignment pending,0,0,0,0
14050,14/03/2020,State assignment pending,0,0,0,0
14051,15/03/2020,State assignment pending,0,0,0,0
14052,16/03/2020,State assignment pending,0,0,0,0
14053,17/03/2020,State assignment pending,0,0,0,0
14054,18/03/2020,State assignment pending,0,0,0,0
14055,19/03/2020,State assignment pending,0,0,0,0
14056,20/03/2020,State assignment pending,0,0,0,0
14057,21/03/2020,State assignment pending,0,0,0,0
14058,22/03/2020,State assignment pending,0,0,0,0
14059,23/03/2020,State assignment pending,0,0,0,0
14060,24/03/2020,State assignment pending,0,0,0,0
14061,25/03/2020,State assignment pending,0,0,0,0
14062,26/03/2020,State assignment pending,0,0,0,0
14063,27/03/2020,State assignment pending,0,0,0,0
14064,28/03/2020,State assignment pending,0,0,0,0
14065,29/03/2020,State assignment pending,0,0,0,0
14066,30/03/2020,State assignment pending,0,0,0,0
14067,31/03/2020,State assignment pending,38,38,0,0
14068,03/04/2020,State assignment pending,18,18,,
14069,01/05/2020,State assignment pending,291,291,0,0
14070,02/05/2020,State assignment pending,179,179,0,0
14071,03/05/2020,State assignment pending,124,124,0,0
14072,16/05/2020,State assignment pending,230,230,0,0
14073,17/05/2020,State assignment pending,290,290,0,0
14074,18/05/2020,State assignment pending,410,410,0,0
14075,19/05/2020,State assignment pending,814,814,0,0
14076,20/05/2020,State assignment pending,1096,1096,0,0
14077,21/05/2020,State assignment pending,1403,1403,0,0
14078,22/05/2020,State assignment pending,1620,1620,0,0
14079,23/05/2020,State assignment pending,1899,1899,0,0
14080,24/05/2020,State assignment pending,2338,2338,0,0
14081,25/05/2020,State assignment pending,2642,2642,0,0
14082,26/05/2020,State assignment pending,2970,2970,0,0
14083,27/05/2020,State assignment pending,4013,4013,0,0
14084,28/05/2020,State assignment pending,4332,4332,0,0
14085,29/05/2020,State assignment pending,4673,4673,0,0
14086,30/05/2020,State assignment pending,5043,5043,0,0
14087,31/05/2020,State assignment pending,5491,5491,0,0
14088,01/06/2020,State assignment pending,5630,5630,0,0
14089,02/06/2020,State assignment pending,6414,6414,0,0
14090,03/06/2020,State assignment pending,7123,7123,0,0
14091,04/06/2020,State assignment pending,7483,7483,0,0
14092,05/06/2020,State assignment pending,7610,7610,0,0
14093,06/06/2020,State assignment pending,8192,8192,0,0
14094,07/06/2020,State assignment pending,8605,8605,0,0
14095,08/06/2020,State assignment pending,9189,9189,0,0
14096,09/06/2020,State assignment pending,8803,8803,0,0
14097,10/06/2020,State assignment pending,9227,9227,0,0
14098,11/06/2020,State assignment pending,8931,8931,0,0
14099,12/06/2020,State assignment pending,8315,8315,0,0
14100,13/06/2020,State assignment pending,7984,7984,0,0
14101,14/06/2020,State assignment pending,7436,7436,0,0
14102,15/06/2020,State assignment pending,6972,6972,0,0
14103,16/06/2020,State assignment pending,7684,7684,0,0
14104,17/06/2020,State assignment pending,8273,8273,0,0
14105,18/06/2020,State assignment pending,8703,8703,0,0
14106,19/06/2020,State assignment pending,8927,8927,0,0
14107,20/06/2020,State assignment pending,9265,9265,0,0
14108,21/06/2020,State assignment pending,9127,9127,0,0
14109,22/06/2020,State assignment pending,7832,7832,0,0
14110,23/06/2020,State assignment pending,8015,8015,0,0
14111,24/06/2020,State assignment pending,8141,8141,0,0
14112,25/06/2020,State assignment pending,8493,8493,0,0
14113,26/06/2020,State assignment pending,8123,8123,0,0
14114,27/06/2020,State assignment pending,8023,8023,0,0
14115,28/06/2020,State assignment pending,7839,7839,0,0
14116,29/06/2020,State assignment pending,7285,7285,0,0
14117,30/06/2020,State assignment pending,7004,7004,0,0
14118,01/07/2020,State assignment pending,6915,6915,0,0
14119,02/07/2020,State assignment pending,6832,6832,0,0
14120,03/07/2020,State assignment pending,6031,6031,0,0
14121,04/07/2020,State assignment pending,4999,4999,0,0
14122,05/07/2020,State assignment pending,4629,4629,0,0
14123,06/07/2020,State assignment pending,4913,4913,0,0
14124,07/07/2020,State assignment pending,5034,5034,0,0
14125,08/07/2020,State assignment pending,5018,5018,0,0
14126,09/07/2020,State assignment pending,4385,4385,0,0
14127,10/07/2020,State assignment pending,4161,4161,0,0
14128,11/07/2020,State assignment pending,3416,3416,0,0
14129,12/07/2020,State assignment pending,3024,3024,0,0
14130,13/07/2020,State assignment pending,2358,2358,0,0
14131,14/07/2020,State assignment pending,2179,2179,0,0
14132,15/07/2020,State assignment pending,1524,1524,0,0
14133,16/07/2020,State assignment pending,1285,1285,0,0
14134,17/07/2020,State assignment pending,531,531,0,0
14135,18/07/2020,State assignment pending,163,163,0,0
14136,12/03/2020,Tamil Nadu,1,1,0,0
14137,13/03/2020,Tamil Nadu,1,1,0,0
14138,14/03/2020,Tamil Nadu,1,1,0,0
14139,15/03/2020,Tamil Nadu,1,1,0,0
14140,16/03/2020,Tamil Nadu,1,1,0,0
14141,17/03/2020,Tamil Nadu,1,1,0,0
14142,18/03/2020,Tamil Nadu,1,1,0,0
14143,19/03/2020,Tamil Nadu,2,1,1,0
14144,20/03/2020,Tamil Nadu,3,2,1,0
14145,21/03/2020,Tamil Nadu,3,2,1,0
14146,22/03/2020,Tamil Nadu,7,6,1,0
14147,23/03/2020,Tamil Nadu,9,8,1,0
14148,24/03/2020,Tamil Nadu,12,11,1,0
14149,25/03/2020,Tamil Nadu,15,14,1,0
14150,26/03/2020,Tamil Nadu,26,24,1,1
14151,27/03/2020,Tamil Nadu,29,27,1,1
14152,28/03/2020,Tamil Nadu,40,37,2,1
14153,29/03/2020,Tamil Nadu,42,39,2,1
14154,30/03/2020,Tamil Nadu,50,45,4,1
14155,31/03/2020,Tamil Nadu,74,69,4,1
14156,01/04/2020,Tamil Nadu,124,119,4,1
14157,02/04/2020,Tamil Nadu,234,227,6,1
